stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
"G238270","","Walton St At Caxton St West","-30.70650476","150.03856289","1","","0","",""
"G238271","","100 Walton St","-30.70153237","150.03949221","1","","0","",""
"G238272","","Oakham St After Burton St","-30.70084058","150.04130713","1","","0","",""
"G238273","","Oakham St Before Dalton St","-30.70178260","150.04112799","1","","0","",""
"G238274","","Wee Waa St After Dalton St","-30.70173835","150.04301543","1","","0","",""
"G238275","","Oakham St Before Brent St","-30.70397448","150.04071676","1","","0","",""
"G238276","","Merton St Before Frome St","-30.71208119","150.04264113","1","","0","",""
"G238277","","Derby St After Merton St","-30.71470210","150.04046912","1","","0","",""
"G238278","","Derby St At Oakham St","-30.71450473","150.03888696","1","","0","",""
"G238279","","Wee Waa St Before Clare St","-30.70786756","150.04197651","1","","0","",""
"G238280","","Merton St Before Clare St","-30.70947627","150.04297674","1","","0","",""
"G238281","","Merton St After Frome St","-30.71202957","150.04253514","1","","0","",""
"G238282","","Wee Waa St At Clare St","-30.70826844","150.04180125","1","","0","",""
"G238284","","Walton St Opp Caxton St West","-30.70653033","150.03862630","1","","0","",""
"G238285","","30 Walton St","-30.71190022","150.03689533","1","","0","",""
"G238286","","Grain Valley Rd Opp Newtons Rd","-30.71728170","150.02926753","1","","0","",""
"G238287","","Wee Waa St At Grantham St","-30.71085631","150.04142333","1","","0","",""
"G238288","","12911 Kamilaroi Hwy","-30.76253120","150.09228203","1","","0","",""
"G238289","","Kamilaroi Hwy At Binalong Rd","-30.72403395","150.05625199","1","","0","",""
"G238290","","Grantham St Before Wee Waa St","-30.71072087","150.04181566","1","","0","",""
"G238292","","Mihi Property, Rangari Rd","-30.66363044","150.35059712","1","","0","",""
"G238293","","Clare St Before Wee Waa St","-30.70859887","150.04232300","1","","0","",""
"G238294","","Merton St After Caxton St","-30.70700844","150.04361930","1","","0","",""
"G238295","","13580 Kamilaroi Hwy","-30.71542162","150.05091821","1","","0","",""
"G238814","","St Josephs Primary School, Alma St","-30.22699257","149.44357126","1","","0","",""
"G238816","","Sunnyside Rd Before Spring Plains Rd","-29.94506932","149.31780735","1","","0","",""
"G238817","","Dangar St After Lagoon St","-30.35146964","148.88914080","1","","0","",""
"G238819","","Yarrie Lake Rd At Nuable Rd","-30.33125509","149.54202863","1","","0","",""
"G238820","","Ison Rd At Rosevale Rd","-30.42128657","149.51052572","1","","0","",""
"G238823","","Nuable Rd At Yarrie Lake Rd","-30.33146588","149.54185731","1","","0","",""
"G238824","","Wee Waa High School, George St","-30.22233347","149.44285357","1","","0","",""
"G238825","","Namoi Valley Christian, Charles St","-30.22637404","149.44046054","1","","0","",""
"G238826","","Wee Waa Public School, Cowper St","-30.22404595","149.44292707","1","","0","",""
"G238842","","1258 Sunnyside Rd","-29.90241757","149.22462622","1","","0","",""
"G238843","","Farr Park Rd Opp Hulls Rd","-30.41045116","149.37426280","1","","0","",""
"G238844","","Dangar St Before Narran St","-30.35233013","148.89389046","1","","0","",""
"G238845","","1945 Culgoora Rd","-30.26232380","149.57075706","1","","0","",""
"G238846","","Gurleigh Lane At Culgoora Rd","-30.25682606","149.55117401","1","","0","",""
"G238847","","25520 Culgoora Rd","-30.26257756","149.57207289","1","","0","",""
"G239010","","Tibbereena St Opp Bowen St","-30.32885953","149.78399363","1","","0","",""
"G2390100","","Turruwan Rd Before Kamilaroi Hwy","-30.45523604","149.88581052","1","","0","",""
"G2390104","","Kamilaroi Hwy At Sandy Creek Lane","-30.39659485","149.81494102","1","","0","",""
"G2390107","","190 Old Turrawan Rd","-30.35207682","149.76561024","1","","0","",""
"G2390108","","18806 Kamilaroi Hwy","-30.36789614","149.77708064","1","","0","",""
"G239011","","Cooma Rd After Ugoa St","-30.33426033","149.77091073","1","","0","",""
"G2390110","","18288 Kamilaroi Hwy","-30.39850115","149.81771117","1","","0","",""
"G2390111","","18258 Kamilaroi Hwy","-30.40030597","149.82016639","1","","0","",""
"G2390112","","18142 Kamilaroi Hwy","-30.40689136","149.82925194","1","","0","",""
"G2390113","","18062 Kamilaroi Hwy","-30.41157742","149.83565118","1","","0","",""
"G2390114","","17726 Kamilaroi Hwy","-30.43098973","149.86229371","1","","0","",""
"G2390115","","Kamilaroi Hwy At Kentucky Lane","-30.42280354","149.85105497","1","","0","",""
"G2390116","","17024 Kamilaroi Hwy","-30.48316950","149.89824507","1","","0","",""
"G2390117","","16346 Kamilaroi Hwy","-30.53963171","149.92490560","1","","0","",""
"G2390118","","Bibil St At Baranbah St","-30.59795364","149.95235453","1","","0","",""
"G2390119","","Kamilaroi Hwy At Harparary Rd","-30.60048043","149.98151671","1","","0","",""
"G2390120","","Mooloobar St Opp Wukawa St","-30.34287564","149.75972584","1","","0","",""
"G2390121","","Kogil St After Burigal St","-30.33456081","149.75456405","1","","0","",""
"G2390122","","Yarrie Lake Rd At Williams Dr","-30.33204695","149.74415880","1","","0","",""
"G2390123","","579 Yarrie Lake Rd","-30.34310381","149.70569146","1","","0","",""
"G2390124","","1463 Yarrie Lake Rd","-30.33890687","149.61501700","1","","0","",""
"G2390125","","336 Jones Lagoon Rd","-30.36842237","149.61393031","1","","0","",""
"G2390128","","Yarrie Lake Rd Before Csiro Rd","-30.33419266","149.57809282","1","","0","",""
"G2390129","","1556 Yarrie Lake Rd","-30.33806008","149.60909857","1","","0","",""
"G239013","","Baranbah St At Bibil St","-30.59809785","149.95275505","1","","0","",""
"G2390130","","1060 Yarrie Lake Rd","-30.34465976","149.65711971","1","","0","",""
"G2390131","","960 Yarrie Lake Rd","-30.34591734","149.66578492","1","","0","",""
"G2390132","","690 Yarrie Lake Rd","-30.34239784","149.69402568","1","","0","",""
"G2390133","","546 Yarrie Lake Rd","-30.34295380","149.70553135","1","","0","",""
"G2390134","","432 Yarrie Lake Rd","-30.34229731","149.72410571","1","","0","",""
"G2390135","","Yarrie Lake Rd Before Williams Dr","-30.33132586","149.74284943","1","","0","",""
"G2390136","","Yarrie Lake Rd After Williams Dr","-30.33150242","149.74303111","1","","0","",""
"G2390137","","391 Yarrie Lake Rd","-30.34243187","149.72414063","1","","0","",""
"G2390138","","437 Yarrie Lake Rd","-30.34435479","149.71972251","1","","0","",""
"G239014","","Gould St At Zimmerman St","-30.34244148","149.75294437","1","","0","",""
"G2390140","","551 Yarrie Lake Rd","-30.34342901","149.70827926","1","","0","",""
"G2390141","","687 Yarrie Lake Rd","-30.34243734","149.69429713","1","","0","",""
"G2390142","","975 Yarrie Lake Rd","-30.34601522","149.66584997","1","","0","",""
"G2390143","","1031 Yarrie Lake Rd","-30.34483244","149.65749874","1","","0","",""
"G2390144","","1555 Yarrie Lake Rd","-30.33815230","149.60899703","1","","0","",""
"G2390145","","Smiths Lane At Jones Lagoon Rd","-30.36587741","149.59636741","1","","0","",""
"G2390146","","1482 Yarrie Lake Rd","-30.33885112","149.61509870","1","","0","",""
"G2390148","","875 Mayfield Rd","-30.53780944","149.89832562","1","","0","",""
"G2390149","","Goobar St At Baranbar St","-30.33673237","149.75123524","1","","0","",""
"G2390150","","Kurrajong Creek Rd At Mayfield Rd","-30.52360390","149.89475767","1","","0","",""
"G2390151","","Kogil St Before Burigal St","-30.33448345","149.75481142","1","","0","",""
"G2390152","","157 Jacks Creek Rd","-30.37755530","149.77708343","1","","0","",""
"G2390153","","181 Jacks Creek Rd","-30.37900790","149.77960022","1","","0","",""
"G2390154","","195 Jacks Creek Rd","-30.37950595","149.78035288","1","","0","",""
"G2390155","","22 Mooloobar St","-30.34287587","149.76014178","1","","0","",""
"G2390156","","215 Jack Creek Rd","-30.38066007","149.78206033","1","","0","",""
"G2390157","","263 Jacks Creek Rd","-30.38331656","149.78605738","1","","0","",""
"G2390158","","242 Jacks Creek Rd","-30.38208848","149.78401486","1","","0","",""
"G2390159","","283 Gun Club Rd","-30.38987251","149.76275301","1","","0","",""
"G239016","","Baranbar St At Deran St","-30.33504255","149.75267480","1","","0","",""
"G2390160","","Gun Club Rd At Tomlinson Lane","-30.39748063","149.76122980","1","","0","",""
"G2390161","","112 Gun Club Rd","-30.37475452","149.76541676","1","","0","",""
"G2390162","","32 Gun Club Rd","-30.36788016","149.76806260","1","","0","",""
"G2390165","","Mayfield Rd At Kurrajong Creek Rd","-30.52381049","149.89479505","1","","0","",""
"G2390167","","1092 Culgoora Rd","-30.30477803","149.65613625","1","","0","",""
"G2390168","","Culgoora Rd At Cardale Mollee Rd","-30.30601840","149.65945449","1","","0","",""
"G239017","","Narrabri Post Office, Buri St","-30.34015371","149.75493911","1","","0","",""
"G2390170","","821 Culgoora Rd","-30.30486902","149.65609713","1","","0","",""
"G2390171","","Mellburra Rd At Couradda Rd","-30.03601635","149.99067211","1","","0","",""
"G2390172","","Mellburra Rd At Gratti Valley Rd","-30.03835671","149.98928096","1","","0","",""
"G2390173","","2427 Killarney Gap Rd","-30.16109438","149.96832157","1","","0","",""
"G2390174","","Killarney Gap Rd Opp 785","-30.25493429","149.86080740","1","","0","",""
"G2390175","","790 Killarney Gap Rd","-30.27417804","149.82061353","1","","0","",""
"G2390176","","Killarney Gap Rd Opp 790","-30.27408858","149.82057979","1","","0","",""
"G2390177","","785 Killarney Gap Rd","-30.25500714","149.86036281","1","","0","",""
"G2390178","","Mellburra Rd Opp Gratti Valley Rd","-30.03835953","149.98915667","1","","0","",""
"G2390179","","Newell Hwy After Queen St","-30.11425447","149.79914576","1","","0","",""
"G239018","","Cooma Rd At Boheena St","-30.34111256","149.76505217","1","","0","",""
"G2390180","","Newell Hwy At Murrumbilla Lane","-30.22430012","149.81029794","1","","0","",""
"G2390181","","13119 Newell Hwy","-30.23124481","149.80734854","1","","0","",""
"G2390182","","Irragappa Property, Mellburra Rd","-29.87846916","150.13296271","1","","0","",""
"G2390186","","2355 Kaputar Rd","-30.28654530","150.01651748","1","","0","",""
"G2390187","","2186 Kaputar Rd","-30.29866113","150.00809657","1","","0","",""
"G2390188","","Kaputar Rd Opp 1893","-30.30747995","149.98254860","1","","0","",""
"G2390189","","Kaputar Rd Before Teatree Gully Rd","-30.31030624","149.97209485","1","","0","",""
"G239019","","Cooma Rd Opp Clarke St","-30.33813980","149.76744323","1","","0","",""
"G2390190","","1674 Kaputar Rd","-30.31459902","149.96295271","1","","0","",""
"G2390191","","1440 Kaputar Rd","-30.31704188","149.94584382","1","","0","",""
"G2390192","","651 Kaputar Rd","-30.35284738","149.87282602","1","","0","",""
"G2390193","","47 Haire Dr","-30.35729852","149.85820986","1","","0","",""
"G2390194","","107 Haire Dr","-30.35745930","149.85250524","1","","0","",""
"G2390195","","121 Haire Dr","-30.35729998","149.85112789","1","","0","",""
"G2390196","","149 Haire Dr","-30.35688800","149.84851608","1","","0","",""
"G2390197","","132 Haire Dr","-30.35707840","149.85012311","1","","0","",""
"G2390198","","84 Haire Dr","-30.35770586","149.85484189","1","","0","",""
"G2390199","","70 Haire Dr","-30.35788112","149.85631331","1","","0","",""
"G239020","","Hinds St Opp Park Cr","-30.33805275","149.77792171","1","","0","",""
"G2390201","","633 Kaputar Rd","-30.35279216","149.87287640","1","","0","",""
"G2390202","","651 Kaputar Rd","-30.35266316","149.87464044","1","","0","",""
"G2390205","","Kaputar Rd After Teatree Gully Rd","-30.31020782","149.97206069","1","","0","",""
"G2390206","","1876 Kaputar Rd","-30.30743392","149.98140391","1","","0","",""
"G2390208","","2537 Kaputar Rd","-30.27237356","150.02452006","1","","0","",""
"G2390209","","Eulah Ck Rd At Cumnock Lane","-30.33803182","149.96399145","1","","0","",""
"G239021","","Guest St At Taylor St","-30.34102159","149.78547139","1","","0","",""
"G2390210","","Eulah Ck Rd At Box Gully Rd","-30.33761776","149.95958109","1","","0","",""
"G2390211","","Eulah Ck Rd Opp 435","-30.34031382","149.93762019","1","","0","",""
"G2390212","","305 Eulah Ck Rd","-30.33920896","149.92898872","1","","0","",""
"G2390213","","Eulah Ck Rd Opp Schofields Lane","-30.33803423","149.92385916","1","","0","",""
"G2390214","","Kaputar Rd After Eulah Ck Rd","-30.34454420","149.89597867","1","","0","",""
"G2390215","","868 Kaputar Rd","-30.34617331","149.89490368","1","","0","",""
"G2390216","","848 Kaputar Rd","-30.34769518","149.89378391","1","","0","",""
"G2390217","","796 Kaputar Rd","-30.35018247","149.88979134","1","","0","",""
"G2390218","","Kaputar Rd At Pikes Lane","-30.35163101","149.88505055","1","","0","",""
"G2390219","","432 Kaputar Rd","-30.35223363","149.85227033","1","","0","",""
"G2390220","","410 Kaputar Rd","-30.35190544","149.84995225","1","","0","",""
"G2390222","","384 Kaputar Rd","-30.35149053","149.84705974","1","","0","",""
"G2390223","","356 Kaputar Rd","-30.35104964","149.84411450","1","","0","",""
"G2390224","","324 Kaputar Rd","-30.35037186","149.84127682","1","","0","",""
"G2390225","","310 Kaputar Rd","-30.34961372","149.84005905","1","","0","",""
"G2390229","","80 Kaputar Rd","-30.34554845","149.81830270","1","","0","",""
"G239023","","Narrabri RSL Club, Maitland St","-30.33263637","149.78705333","1","","0","",""
"G2390231","","247 Kaputar Rd","-30.34637552","149.83509904","1","","0","",""
"G2390232","","269 Kaputar Rd","-30.34722428","149.83671448","1","","0","",""
"G2390233","","299 Kaputar Rd","-30.34835535","149.83861887","1","","0","",""
"G2390238","","387 Kaputar Rd","-30.35163142","149.84845727","1","","0","",""
"G239024","","Tibbereena St Before Lloyd St","-30.32260478","149.78082254","1","","0","",""
"G2390243","","871 Kaputar Rd","-30.34544286","149.89530848","1","","0","",""
"G2390244","","Kaputar Rd Before Eulah Ck Rd","-30.34443697","149.89593392","1","","0","",""
"G2390246","","Eulah Ck Rd Opp 305","-30.33923965","149.92922877","1","","0","",""
"G2390247","","435 Eulah Ck Rd","-30.34027637","149.93768145","1","","0","",""
"G2390248","","Eulah Ck Rd Opp Box Gully Rd","-30.33755162","149.95971426","1","","0","",""
"G239025","","Doyle St At Maitland St","-30.32491358","149.78252003","1","","0","",""
"G2390250","","868 Yarrie Lake Rd","-30.34744818","149.67693277","1","","0","",""
"G2390251","","Yarrie Lake Rd Opp 868","-30.34754840","149.67688350","1","","0","",""
"G2390252","","4024 Killarney Gap Rd","-30.13277274","150.09416108","1","","0","",""
"G2390253","","Kaputar Rd At Upper Bullawa Creek Rd","-30.26222339","150.04184840","1","","0","",""
"G2390254","","Newell Hwy At Galathera Lane","-30.07096719","149.79216022","1","","0","",""
"G2390255","","Newell Hwy Opp Galathera Lane","-30.07075591","149.79234094","1","","0","",""
"G239026","","Narrabri Community Health, Barwan St","-30.32329872","149.78338921","1","","0","",""
"G239027","","Nandewar St At Fitzroy St","-30.33019347","149.79079974","1","","0","",""
"G239028","","Burigal St After Meelee St","-30.33673990","149.75430277","1","","0","",""
"G23903","","Gould St At Boundary St","-30.33962439","149.74709458","1","","0","",""
"G239030","","Hind St At Park Cr","-30.33814947","149.77803882","1","","0","",""
"G239031","","Dangar St After Selina St","-30.32824990","149.77873645","1","","0","",""
"G239032","","Cooma Rd Opp Ugoa St","-30.33448324","149.77103139","1","","0","",""
"G239033","","Cooma Rd Before Clarke St","-30.33806724","149.76788829","1","","0","",""
"G239035","","Burigal St At Goobar St","-30.33841459","149.75315393","1","","0","",""
"G239037","","Narrabri West Public School, Old Turrawan Rd","-30.34507877","149.76302164","1","","0","",""
"G239038","","St Francis Xavier's Primary School, Bowen St","-30.32631365","149.79003468","1","","0","",""
"G239039","","Narrabri Public School, Balonne St","-30.32453962","149.78568031","1","","0","",""
"G23904","","Dangar St At Cameron St","-30.32794079","149.77885248","1","","0","",""
"G239040","","Stoney Creek Rd At Goldman St","-30.31683977","149.79571219","1","","0","",""
"G239041","","Burigal St At Ugoa St","-30.33298050","149.75679679","1","","0","",""
"G239042","","Ugoa St After Burigal St","-30.33278203","149.75765420","1","","0","",""
"G239043","","Taylor St After Hillam Av","-30.34094794","149.78257866","1","","0","",""
"G239044","","Violet St At Selina St","-30.33317308","149.78218187","1","","0","",""
"G239045","","Stoney Creek Rd Opp McCutcheon Lane","-30.31808473","149.87961724","1","","0","",""
"G239046","","265 Boundary St","-30.35781904","149.73834725","1","","0","",""
"G239047","","Narrabri High School, Selina St","-30.33413652","149.78310330","1","","0","",""
"G239048","","Gibbons St At Violet St (Hail And Ride)","-30.33363983","149.78016761","1","","0","",""
"G23905","","Narrabri Hospital, Cameron St","-30.32646921","149.77595186","1","","0","",""
"G239051","","43 Whiting Dr","-30.35868800","149.83542313","1","","0","",""
"G239054","","939 Wave Hill Rd","-30.41360667","149.99977805","1","","0","",""
"G239055","","Newell Hwy At Cains Crossing Rd","-30.44699053","149.67003220","1","","0","",""
"G239056","","Newell Hwy Before Cains Crossing Rd","-30.44647082","149.67074671","1","","0","",""
"G239057","","1791 Maules Creek Rd","-30.46735771","150.02185081","1","","0","",""
"G239058","","Maules Creek Rd Opp 1791","-30.46916801","150.03436818","1","","0","",""
"G239059","","Harparary Rd At Therribri Rd","-30.49141128","150.08138530","1","","0","",""
"G239061","","Browns Lane At Harparary Rd","-30.53229194","150.00991177","1","","0","",""
"G239063","","Browns Lane At Bellview Rd","-30.51000019","149.99111249","1","","0","",""
"G239066","","St Francis Xavier's Primary School, Nandewar St","-30.32666083","149.78855783","1","","0","",""
"G239068","","Cascades Property, Killarney Gap Rd","-30.13408103","150.08800819","1","","0","",""
"G239069","","Castletop Property, Killarney Gap Rd","-30.13014928","150.11204745","1","","0","",""
"G239071","","Lochiel Downs Property, Killarney Gap Rd","-30.11413036","150.18026181","1","","0","",""
"G239072","","Killarney Gap Rd Before Terry Hie Hie Rd","-30.03896496","150.27732046","1","","0","",""
"G239074","","Killarney Gap Rd At Back Creek Rd","-30.04531562","150.29524260","1","","0","",""
"G239075","","Killarney Gap Rd After Terry Hie Hie Rd","-30.03905658","150.27762403","1","","0","",""
"G239077","","Roseberry Park Property, Killarney Gap Rd","-30.12596814","150.14707271","1","","0","",""
"G239079","","Baranbah St Before Yoorue St","-30.59785597","149.95308130","1","","0","",""
"G23908","","Old Gunnedah Rd At Jenkins St","-30.33567019","149.78942676","1","","0","",""
"G239080","","Edgeroi Park Rest Area, Newell Hwy","-30.11503960","149.80039206","1","","0","",""
"G239081","","Newell Hwy At The Clump Rd","-30.03148943","149.79007777","1","","0","",""
"G239082","","15105 Kamilaroi Hwy","-30.60189861","150.00686150","1","","0","",""
"G239083","","15305 Kamilaroi Hwy","-30.60122302","149.98609516","1","","0","",""
"G239084","","Kamilaroi Hwy Opp Harparary Rd","-30.60059567","149.98160364","1","","0","",""
"G239085","","Yoorue St Before Walowa St","-30.59636927","149.95302575","1","","0","",""
"G239086","","39 Baan Baa Rd","-30.60025214","149.94922383","1","","0","",""
"G239087","","27 Henriendi St","-30.59791230","149.95655443","1","","0","",""
"G239088","","667 Browns Lane","-30.51476796","149.99280010","1","","0","",""
"G239089","","Old Narrabri Rd At Kamilaroi Hwy","-30.60413573","150.02005584","1","","0","",""
"G239090","","Newell Hwy Opp The Clump Rd","-30.03144964","149.79025287","1","","0","",""
"G239091","","Newell Hwy At Byalla Lane","-30.05709262","149.79018421","1","","0","",""
"G239092","","Newell Hwy At Caroona Lane","-30.08301958","149.79414792","1","","0","",""
"G239093","","13992 Newell Hwy","-30.15432937","149.81164182","1","","0","",""
"G239094","","1 Newell Hwy","-30.15420718","149.81145155","1","","0","",""
"G239095","","Newell Hwy Opp 14912","-30.08004661","149.79356651","1","","0","",""
"G239096","","Newell Hwy Opp Byalla Lane","-30.05692553","149.78998253","1","","0","",""
"G239097","","Kamilaroi Hwy Opp 16346","-30.53977848","149.92479540","1","","0","",""
"G239099","","1981 Old Narrabri Rd","-30.45886740","149.92519462","1","","0","",""
"G239713","","Temi St At Yarren St","-29.92131432","149.79371769","1","","0","",""
"G239715","","The Clump Rd Before Newell Hwy","-30.03123418","149.78935540","1","","0","",""
"G239716","","The Clump Rd After Newell Hwy","-30.03131663","149.78929552","1","","0","",""
"G239719","","2503 Millie Rd","-29.82382855","149.58125944","1","","0","",""
"G239721","","Millie Rd At Brigalow Lane","-29.85522846","149.71076196","1","","0","",""
"G239722","","Millie Rd At Millie Bellata Rd","-29.89627984","149.73941880","1","","0","",""
"G239723","","96 Millie Rd","-29.91507070","149.78146095","1","","0","",""
"G239724","","Belar St After Oak St","-29.91598813","149.79266814","1","","0","",""
"G239725","","Temi St At Yarren St","-29.92134535","149.79438121","1","","0","",""
"G239726","","Bellata Public School, Gurley St","-29.91833539","149.79553952","1","","0","",""
"G239729","","Newell Hwy At Travena Lane","-29.99162405","149.79265002","1","","0","",""
"G239730","","2060 Berrigal Creek Rd","-29.90890402","149.98219525","1","","0","",""
"G239732","","Berrigal Creek Rd At Boo Boo Rd","-29.90318468","149.92877766","1","","0","",""
"G239734","","70 Haystack Rd","-29.92755801","149.84627537","1","","0","",""
"G239735","","Wilga St At Belar St","-29.91743433","149.79294666","1","","0","",""
"G239736","","Newell Hwy At Valorban Lane","-29.97571017","149.79241161","1","","0","",""
"G239737","","Newell Hwy At Ten Mile Lane","-29.97416329","149.79220256","1","","0","",""
"G239738","","16389 Newell Hwy","-29.94000319","149.79154764","1","","0","",""
"G239739","","Bellata Park, North St","-29.91914063","149.79329458","1","","0","",""
"G239740","","Tookey Creek Rest Area, Newell Highway","-29.87307085","149.78856285","1","","0","",""
"G239741","","Waterloo Creek Rest Area","-29.85679281","149.78847206","1","","0","",""
"G239812","","Tyrone Rd Opp 1236","-29.67827042","149.69303519","1","","0","",""
"G239813","","Tyrone Rd Opp 745","-29.65101061","149.73056800","1","","0","",""
"G239814","","166 Tyrone Rd","-29.62266424","149.78075871","1","","0","",""
"G239815","","Tyrone Rd Opp 166","-29.62275330","149.78081277","1","","0","",""
"G239816","","745 Tyrone Rd","-29.65111858","149.73058124","1","","0","",""
"G239817","","961 Gurley Creek Rd","-29.73783370","149.89598191","1","","0","",""
"G239821","","Lot 4 Gurley Creek Rd","-29.74159347","149.86623237","1","","0","",""
"G239824","","2541 Burrington Rd","-29.69750149","149.97039893","1","","0","",""
"G239825","","2889 Burrington Rd","-29.71547781","149.99949581","1","","0","",""
"G239827","","Millie St After Ballata St","-29.73483585","149.79895902","1","","0","",""
"G239828","","Gurley St At Gurley Creek Rd","-29.73689867","149.79993614","1","","0","",""
"G239829","","Newell Hwy Before Tyron Rd","-29.61831883","149.79652598","1","","0","",""
"G239912","","Mt Jerrybang Rd Before Lairdoo Rd","-29.56033343","150.10437649","1","","0","",""
"G239913","","Yagobe St Opp Eaton St","-29.53947902","150.20921887","1","","0","",""
"G239914","","Mosquito Ck Rd Opp Gil Gil Ck Rd","-29.43048292","150.25950455","1","","0","",""
"G239915","","Trawalla Property, Gwydir Hwy","-29.51603484","150.18476448","1","","0","",""
"G239916","","Trooper St At Bingera St","-29.47489617","150.13422262","1","","0","",""
"G239917","","Pallamallawa Public School, Centre St","-29.47354496","150.14027203","1","","0","",""
"G239924","","2258 Back Pally Rd","-29.47134705","150.12753806","1","","0","",""
"G239925","","County Boundary Rd At Calimpa Rd","-29.37397110","150.19574096","1","","0","",""
"G239926","","County Boundary Rd Opp Calimpa Rd","-29.37360337","150.19640899","1","","0","",""
"G239927","","Mosquito Creek Rd At County Boundary Rd","-29.45524907","150.18002863","1","","0","",""
"G239928","","Mosquito Creek Rd Opp County Boundary Rd","-29.45572791","150.17999206","1","","0","",""
"G239929","","2040 Back Pally Rd","-29.46452305","150.10625377","1","","0","",""
"G239930","","Stanester Rd Opp 142","-29.45821738","150.12787678","1","","0","",""
"G239931","","60 Bingera St","-29.47497517","150.13546183","1","","0","",""
"G239932","","215 County Boundary Rd","-29.43434860","150.18440393","1","","0","",""
"G239933","","Generoi St At Gwydir St","-29.47399178","150.13738974","1","","0","",""
"G239934","","County Boundary Rd Opp 956","-29.37103933","150.19690536","1","","0","",""
"G2400103","","Edward St Before Gwydir St","-29.45961090","149.83603305","1","","0","",""
"G2400104","","Mallawa Public School, Mallawa Rd","-29.64508525","149.43870955","1","","0","",""
"G2400106","","Watercourse Rd After Gwydir Hwy","-29.46113625","149.73520366","1","","0","",""
"G2400108","","Menadool Rd At Burrington Rd","-29.58212780","149.90625731","1","","0","",""
"G2400109","","Burrington Rd At Barton Plains Rd","-29.54215719","149.86547377","1","","0","",""
"G2400112","","Cudgildool Property, Watercourse Rd","-29.40984659","149.49987420","1","","0","",""
"G2400113","","1596 Watercourse Rd","-29.44432146","149.57525271","1","","0","",""
"G2400115","","1500 Watercourse Rd","-29.44457631","149.58490551","1","","0","",""
"G2400116","","Watercourse Rd Before Gwydir Hwy","-29.46105025","149.73543841","1","","0","",""
"G2400117","","131 Kooroogamma Rd","-29.47931084","149.78304996","1","","0","",""
"G2400118","","Grace Lutheran Church, Edward St","-29.47986764","149.83609217","1","","0","",""
"G2400120","","391 Gwydir Hwy","-29.46468404","149.80307877","1","","0","",""
"G2400121","","Kooroogamma Rd After Gwydir Hwy","-29.46833295","149.78481139","1","","0","",""
"G2400122","","568 Watercourse Rd","-29.45237628","149.68032513","1","","0","",""
"G2400124","","2540 Watercourse Rd","-29.44446946","149.57925515","1","","0","",""
"G2400125","","26734 Newell Hwy","-29.10215122","150.03198091","1","","0","",""
"G2400126","","26242 Newell Hwy","-29.14536715","150.01977077","1","","0","",""
"G2400127","","Newell Hwy At Bogamildi Rd","-29.18110198","150.00971798","1","","0","",""
"G2400128","","25398 Newell Hwy","-29.21985553","150.00457956","1","","0","",""
"G2400129","","Newell Hwy At Back Pally Rd","-29.40544021","149.91985764","1","","0","",""
"G2400130","","494 Gwydirfield Rd","-29.44626387","149.87794254","1","","0","",""
"G2400131","","384 Gwydirfield Rd","-29.45572340","149.87761197","1","","0","",""
"G2400134","","192 Gwydirfield Rd","-29.46825054","149.86470073","1","","0","",""
"G2400135","","116 Gwydirfield Rd","-29.46953906","149.86015027","1","","0","",""
"G2400136","","90 Gwydirfield Rd","-29.46930151","149.85651546","1","","0","",""
"G2400137","","Lou Swan Way After Gwydirfield Rd","-29.46135286","149.85242762","1","","0","",""
"G2400140","","1 Boggabilla Rd","-29.45764227","149.84290396","1","","0","",""
"G2400141","","93 Boggabilla Rd","-29.45278505","149.84944646","1","","0","",""
"G2400142","","Lou Swan Way Before Gwydirfield Rd","-29.46139417","149.85260398","1","","0","",""
"G2400144","","137 Gwydirfield Rd","-29.46951314","149.86135548","1","","0","",""
"G2400145","","177 Gwydirfield Rd","-29.46818900","149.86462685","1","","0","",""
"G2400146","","223 Gwydirfield Rd","-29.46585538","149.86911682","1","","0","",""
"G2400147","","271 Gwydirfield Rd","-29.46228112","149.87132478","1","","0","",""
"G2400148","","377 Gwydirfield Rd","-29.45558051","149.87754610","1","","0","",""
"G240015","","Yulunga St After Gwydir Hwy","-29.47612485","149.86259271","1","","0","",""
"G2400150","","Newell Hwy Before Back Pally Rd","-29.40636004","149.92027537","1","","0","",""
"G2400151","","25377 Newell Hwy","-29.22165100","150.00414878","1","","0","",""
"G2400154","","Croppa Moree Rd Opp Bogamildi Rd","-29.23583937","150.17872841","1","","0","",""
"G2400155","","2032 Croppa Moree Rd","-29.24011286","150.17080938","1","","0","",""
"G2400156","","1792 Croppa Moree Rd","-29.25071971","150.14711411","1","","0","",""
"G2400157","","Croppa Moree Rd At Wallambadah Lane","-29.30453118","150.01158568","1","","0","",""
"G2400158","","22252 Newell Hwy","-29.44539309","149.86186318","1","","0","",""
"G2400159","","Newell Hwy Opp 22245","-29.44647283","149.86030654","1","","0","",""
"G240016","","Adelaide St At Tycannah St","-29.47625985","149.85211335","1","","0","",""
"G2400160","","22265 Newell Hwy","-29.44530428","149.86179886","1","","0","",""
"G2400165","","Mellburra Rd Opp Terry Hie Hie Rd","-29.81319905","150.15710742","1","","0","",""
